group_id,user_id
1,802fc30c-105d-452c-a1c7-ef2f7c4a9287
1,3b84efdf-6b2a-42aa-816b-36a81b82c6cb
1,0f542076-d538-4ab2-bbea-a33c01c4f66b
1,28c9431a-e2e7-4751-b44c-e6ce66d665cd
1,29eb5b22-2caa-4046-a79f-ae8edf44128c
1,f972d0e8-300d-4050-97a4-6ccabe7195ff
2,dfdb7a89-26e1-4458-a2fb-4fce66ab89c8
2,12cb61cf-58f2-41a0-95d5-fac505dcec73
2,f1b79f7f-b94d-48bb-9a7e-04c024677b4d
2,581e4fbc-a88e-4da9-b851-2945b3a35207
2,8a1d2611-5735-42a9-83a9-4ff407add976
2,22fe2ae3-f48d-4d0c-aa8d-cded66fc4926
2,896f52d4-c18c-4640-9849-f1d4e223398f
2,e6826710-7735-4e6b-9ca7-f87d6ecfcddd
2,2c9ed78a-d98e-46f8-a563-be02fd8f3053
3,940da40b-461c-450c-9a3a-23cae52ddc1c
3,57addcff-2a2a-4a4e-b280-84f610d3c27b
3,b7cceec7-3bfa-40f2-9b53-1264866e7bdd
4,c8304ec6-6aeb-4ab2-a742-2216f2890883
4,cfbc2f77-029b-4c57-9944-1380184450f2
4,10678aaa-4198-4c26-9a85-b56b76f2fd57
4,d5cced1d-a278-49cd-b387-82ccb7fe2f5b
4,a86fedba-8f74-45e4-9a01-49c8833062ba
4,baba6b65-f20b-44e6-8020-4a527e526d33
4,c78c3d0d-6b77-4687-ab14-eb221b51e2a9
5,a441248e-2611-4840-a069-7329beed1da0
5,1fe6d41d-8adb-4679-9e57-9eb2346b05cf
5,cf6de933-06cf-4a87-9e8f-a2e3872394bd
5,83c951ce-ad6b-4055-bb28-20b34f92e979
5,aa29f0f3-ccea-4737-a7d3-a8502b765d33
5,c79b7217-21eb-47d0-ae24-027cdea1710c
5,c1487605-0e21-4715-85c5-1ff2f036e963
5,f27b99a5-c8da-479c-b7b4-bd599b53b2cc
5,82376a5f-4318-41b5-bddd-931faef4b5ae
6,7b80d7f2-1af3-47b4-8ddb-96f7c5ee1a1b
6,4d356411-f4f7-45d2-a146-7c143d1e7a14
6,e4ea609f-6438-480a-8467-d31d7d461e30
6,c23f920f-b56b-425d-aa7f-193d952cb435
6,7a7c77d4-aa14-4cb3-8663-87353b3529d7
6,0d630708-ff57-452f-8f06-1c66fb4cf874
6,e700c436-804e-429d-b14f-27fbd7fd1f1b
6,d809d135-bcc3-4df6-a4f5-e002ba20f0ca
6,ddbe141b-3627-4e08-b93c-6a2982b1df88
7,6a233090-6262-4a22-8489-3e2c71c306e3
7,26ac407f-32cc-46a7-bf5d-6b03b0ee0fea
7,afec5d0e-739a-47de-8363-871cdf0e0ac7
7,fec8bdb2-ff58-4726-86a8-4022d84a3562
7,2c3ae197-4f15-483a-b453-2a60b86e4d5a
7,f3a50bd9-4d0c-475c-a9bb-c8b64a4f648b
7,39e558e6-70e9-433c-9caf-798081f5ab66
7,811512b0-5b9d-4be9-a449-8b6320ebf32a
7,cc148a71-9ffc-4135-b764-543795e602d4
7,2b6ecfbb-dd9f-4a94-92ff-dae9993f274d
8,8fd2d9fb-64c2-4021-8518-f5827b09b68c
8,5b3a1773-e264-4e42-986d-9b49f90016df
8,9033bce7-d454-4fd1-b9c3-032d036aa259
8,c75cc43c-6949-4de1-95be-2270b715b2a3
9,85a393c3-c1f7-4cdd-a74c-039ef1990b8b
9,a15f90d7-5a28-4df4-9dfb-7565c1905229
9,5db88deb-c94f-4cc9-8847-d659c58b6c05
9,703513b9-8560-4e3f-8f77-8db25232f1bc
9,baba6b65-f20b-44e6-8020-4a527e526d33
10,4ac01de8-2a9d-461f-973f-a49a2dda6327
10,bbec055b-7f43-474d-bdcd-e41765339e15
10,a6fa4818-9b35-4685-8d51-0a4938dc142c
10,ef838ece-575f-4fa9-8f76-83e8801a6165
11,0d8fb571-86ea-401f-8fc3-ee893f211720
11,24f4cad7-cb62-4443-b099-4f85f7e53bee
11,cf785b57-61a4-4fdd-beec-7e1cc7d77892
11,adaf8ae4-5032-42ce-a893-fe9696ffefa4
11,be180be7-94af-47fc-9bea-fd7b9f94f93e
12,cd703978-adc4-4d00-8763-4a72ad21ac05
12,c8396b59-4b16-44af-a20b-b397047545bf
12,e9edf3da-ee2b-4d15-85de-eecbec029399
12,99617e6b-d17b-47c8-8069-11619d457268
12,bd51d692-34a7-4ba9-8ba9-654df8520248
12,3c5653b1-c798-4bf5-931d-248fd58acf6e
12,0d75ca4f-dc5f-4ae0-b4fa-f68c97ccf94a
12,a4228d04-a881-486a-8fda-34378387fc55
12,32229a7b-8285-4e27-8f37-7e33a4425e0e
13,166fc9cf-b6ac-43b4-82ea-d9b097ad4a7c
13,99b4a62f-d62d-4240-98e9-5cbf98ded7e6
13,25e82948-d9de-4cd6-a0a1-72325976184f
13,bb0be6e6-85a6-4dd4-a909-4d95c9410b38
14,faca0de6-69fe-48c0-9e5e-cdc59afff413
14,d630fbd3-019f-4dcf-b84c-d9fa64ae9d7f
14,73960d00-c79e-4872-b8d8-1dbb7bdcf4f4
14,a138ca90-1e8c-4179-870c-485b2121789d
14,440f5020-41a8-4738-a908-1927924ac71b
14,a005ac43-ef48-491b-b488-014bcd0d287a
14,5505fc4a-f0b5-4490-85f0-0b9ddb1704e1
14,e60f25cb-2fac-4850-a209-5a2fa2c821d1
15,c544d1d9-8bbf-4b79-93e3-bd40dc00ea3f
15,1cfbcb9b-24e4-4bda-a42e-f06dc61c7475
16,5de8c72b-bfbc-4ba2-b771-fa697a0fbb83
16,dde32132-46b6-4a21-9806-5dafd94b0c01
16,a7401f3d-8c23-4e4e-ad4e-d849abd320a3
16,a8f51ba8-1118-4b15-94d2-83e5f58b9cda
16,e52816d6-7216-4375-bfb7-9fb4606e4557
16,47f078b3-a40c-4a2d-8b68-604f7ed59fb8
17,56600598-600d-4f82-a670-fae46ad5f3cc
17,008378c2-2bbb-42d5-af67-462513c0b2b7
18,0b9e01f8-c9ce-4328-bda5-2ccefecbdfa3
18,7c3a3f3c-aecc-4f2b-a715-0921492c2664
18,414cd852-a5ee-4d70-a5c7-a345791388b5
18,a3a19e6d-8caf-4ede-aab9-774259371f00
18,1f6f20a0-11d1-4c5b-a781-6423624ddaba
18,5c592b4e-bcbe-4678-8224-fcd946b58255
19,a2f5244e-d6a9-4968-a93f-423eafafaa5a
19,ae7eaf5f-4917-4b71-9c8f-8c17c5a07129
19,e50665d5-6d6b-4f75-b9db-1a6d5f7a72d5
19,a028215d-1626-4021-a49c-3225cd89bb5e
20,33826858-0662-4985-ac0e-8a8ec93c66fd
20,4cb81277-2286-45ad-8588-e1660e1f16ff
20,8d3b6231-e34c-4fa5-ad49-a27970909d50
20,c70ffc59-bf99-4445-ac5f-a6b7809512ba
20,e6bf03c3-31e3-4701-8309-28a2e5242dbf
20,faca0de6-69fe-48c0-9e5e-cdc59afff413
20,907834b2-fabe-4c70-a495-5259f918e46e
21,d21c070d-3081-4dca-9fa6-99542a38b44d
21,e6555715-8540-4429-a20d-559387d111fe
21,52bb26a1-a541-4896-922e-ee08a5cbdc57
21,87a21ffe-572b-42a8-a9d1-751df6b08b05
21,986259cf-57e1-43c2-ab70-44366b470dbd
22,67daea55-104c-43a2-90a5-e12bc33b1faa
22,e9aca592-da34-4531-a680-a082149ae4aa
23,4d025b3d-a6e6-43f2-a415-c9e393f0141e
23,2c32de86-7563-4e2b-84bc-2479d39936e4
23,47f078b3-a40c-4a2d-8b68-604f7ed59fb8
23,91738a24-c5bb-46bb-bb11-4c4ccee62907
23,ba40e139-2b0f-41af-a363-c89afe194f96
23,29ab0562-1b65-4ce4-b2e3-e51a99be84e7
23,166975f4-2570-4615-be01-58bcddd82e42
23,0a533253-f377-46e5-bab6-b5eba7fff4b9
24,20dc253a-348d-4a4b-acd6-1efbd69cae8d
24,254b2b71-2c59-4c33-a59b-e1d90cf06cae
24,83de0677-a6a3-4894-8ae3-8ab64638fd98
24,00364d57-bf3d-4cd3-bd5d-2011914e1de3
24,b551a3e4-d715-4336-881a-9c06a37a3888
24,463df7b6-f4f6-4fce-9df6-9b6cc5c1703d
24,a7e911af-55e2-4dc7-9506-b697f7c57d32
25,acff218c-e3d3-432b-9879-b165e7860143
25,23609ad2-a10f-43a3-bfe6-e70f156d0e78
25,eedabb3f-5352-4034-9294-de74eb1f7e85
25,ea423c20-8e8e-4089-b731-801761ba7b13
25,175c05dd-27e7-4637-ba81-11aff913899e
25,92c19f66-e9b1-47d6-9941-30bb3c374da5
25,369a02ae-8ae5-4beb-a435-5c64767445f1
25,6cf5c647-2575-4aa4-a55c-d433df86ed3d
26,e457a9c2-9e13-4708-ba55-7ef082b5adc5
26,5505fc4a-f0b5-4490-85f0-0b9ddb1704e1
26,c3fd75b5-3af0-481f-8c0e-a62a95a715be
26,b77ff869-bfa8-44b6-aa9b-e9b5a126aa81
27,9d6cccf1-14f2-4eec-8fc4-781753245c6d
27,ef282820-8d0c-4a1b-8d9c-d77725c743d2
27,05c93441-f1a1-4214-9cbe-e0e0c4d5fc2e
27,1c2e230b-300c-4ade-aab0-a636475f3aaf
27,6a336cb2-b26d-498b-9e9f-333786042314
27,e25a8770-905b-4100-9508-2bf8ac59c924
28,a6fa4818-9b35-4685-8d51-0a4938dc142c
28,da904272-b156-4916-aeee-9932f229cfa4
28,d8ffa694-ca71-42f5-ba83-6fd25eb93e1a
28,60130803-d346-42d6-9528-92a27526f128
29,615247bd-3307-4e68-ba94-d482324f24d5
29,f3d0cce3-7818-48b4-8eb3-b7f23bd83b72
29,ce6726bb-14fb-4981-96d0-3dbf9f485723
29,96422c59-a80c-48c9-b671-ff45a8b842fe
29,d8966172-bff6-47dd-b06e-ad53affa053b
29,06e2e7ca-78ed-4582-a254-70e807c2c598
30,5b334694-d439-4d07-bfe3-776033af79d3
30,4df066ef-97a7-4f9d-a78e-d588029bb624
30,8197794f-30ba-4993-b852-8fe9ce3af649
30,b27f2acd-1a25-469a-beef-600d065ceb93
30,f050d371-a3e6-41b8-935c-c29940922ce1
30,d4575f47-567d-4688-8253-5a3346c2fd8c
30,fe071e4b-9034-435f-9eb3-c3cabf59afa8
30,6c7e02db-a2e1-4e6d-8be1-8ce530f336d7
30,a1f81c28-f409-4f35-a072-be6245802664
31,c2b354c8-4d74-41f1-8202-741a37d3826e
31,bb44b743-0c66-431d-8cba-0bc91f44af29
32,58cd0961-61f4-4baf-b6d4-be19229d642d
32,dc198e08-f51c-4077-87e7-6bf0fd33d255
32,2e9a7c5f-b34a-4b92-a4e1-48ec3f67d058
32,1ad5e045-c77e-402a-a3f5-b199740ec893
33,f233606f-862d-482f-8262-8b6f3c122b68
33,d4d84209-52e3-4da8-8a93-3a4731b50f35
33,e3a2edcf-a800-4046-b0c1-5e796f72c946
33,d4395b95-30cf-4bf3-a2c5-c17dfa55ee76
33,46efe1fd-6040-4ad4-897b-33bad71fd69a
33,31ad6c95-8a75-4ce7-b8d8-81a37d266e35
33,955d4bb7-f445-4916-9594-7b19850cfcf2
33,d75492cf-a427-4f35-a2b6-ddbe9584cb23
33,86948d9c-50a3-4962-a25e-44c3765c0675
34,354ed8d7-3312-49a0-8d0d-3441324190e7
34,f233606f-862d-482f-8262-8b6f3c122b68
34,89416806-9dfc-4fc0-86e7-eed4b2842f7a
34,2e0bb898-25b1-4d7d-bf7c-136fd1cc5800
34,166fc9cf-b6ac-43b4-82ea-d9b097ad4a7c
35,a01d2f91-b20e-40eb-a749-8121f7b9da18
35,c959b57d-46e9-40b5-a6c6-8a042af3669a
35,17f74e85-7443-48e8-b33b-bd1792dd26d5
35,ba847419-1e6f-4cdd-894f-bbabe66da7f9
35,de27c8a0-2016-4647-a94f-9eb75a2412d8
35,1c3f8be9-d37f-474f-9eb2-92f31e6f00e9
36,d7aeab51-3a2e-40a4-9154-c2c02c46c60c
36,5933c6d5-09f2-4555-9894-4f52927ae361
36,ae7eaf5f-4917-4b71-9c8f-8c17c5a07129
36,299a3237-deba-4538-97e2-07ed0da2f7c4
36,de8fa763-6ba9-48ac-95f7-c69f5543ed40
36,129a50a5-a448-4b16-971b-35dbab0b1893
36,6c3d2737-1e64-4350-8ad9-f68e5c89bf07
36,a67c797e-87e5-4013-aaf7-1f49089151c5
37,a2f89f0a-f422-4311-97c5-a85fce86c83a
37,cebfc1ec-c093-4c3e-bb9c-229670a1919b
37,06e2e7ca-78ed-4582-a254-70e807c2c598
37,0db1adbf-f42f-43a6-a3e1-5f48ed42f3b0
37,fc9b74be-3ceb-4f60-bddb-55f11278b829
38,25a6e901-98c0-4ae0-b593-a56e459b7390
38,c64595cd-237e-4a6a-ab6f-808c666792b6
38,418637bc-5a44-4434-8d0e-b8b1f21ea6e3
38,f1f5b496-e545-4c04-960c-d1be084e818d
38,956b74ea-f7a3-4f98-be56-1a527d8d45fd
39,86183b83-9f5c-42c0-a694-4faa792e741c
39,422cdf86-6664-49fa-a1d4-34810cceb448
39,12b6ac69-4ad9-4f43-91c3-33488532c0eb
39,26602a85-dce5-4472-bda4-17fcc01689bd
39,22cb397c-8485-409b-af04-67a871bdc751
39,ff7688b9-6633-4fbf-bf35-d2475eafa866
39,1ad5e045-c77e-402a-a3f5-b199740ec893
39,7a150de0-3041-4c11-9ed4-c639d4ae676e
39,74e85ff3-15f8-46d6-a6dc-24f7224813ae
39,c42f43c8-5f10-40ff-b921-f08c4b8669ac
40,761a7a23-37a6-4194-868f-e02b7478d5f7
40,b693e971-3aef-4abe-943c-498611379ac2
40,55e498a5-cd25-4d1d-9402-f6d1d74c3edb
40,d2d6f7bd-aa08-4147-ac97-293b3f369d47
40,f1d02f9f-c16a-489e-9793-2fa7a4adfb13
40,0ab5f664-381e-4fd2-95c3-089b55af8f1e
40,1f4bc68e-42b0-4853-a229-388f4c263dff
40,4cd72f76-f69f-4d1e-9ecc-8cd12a5f0a5a
40,6c2fdca4-540f-460f-8500-b445f3e7f1c9
40,41f15017-5d14-435c-8d9b-e8b53fe47af0
41,7b80d7f2-1af3-47b4-8ddb-96f7c5ee1a1b
41,2866abab-759d-4905-b4a2-825ed5fa90e2
41,9d687d48-e3fe-449a-86d4-b41967f09053
41,250fc6a8-e62a-46e4-955b-999287b25428
41,15651818-593c-47c5-8644-f6074e8c11b0
41,7a4ee28a-e9eb-403c-afb7-08f48efaeef9
42,2359870f-989f-4d22-b613-79a9f1282f58
42,3f9a6f8e-158b-4d4c-8c21-c7a00be0a03c
42,31527928-3620-4913-ba18-452c16f2a871
42,ea6cd3a9-6728-4a6f-abba-8745253a0235
42,52c68f7a-b430-4451-820a-986a2ce6af77
42,2ad1091d-de23-4366-943f-c2403c6b2d43
43,b973aaca-1129-4954-b625-30975f8ada92
43,3190d773-7660-43b5-af30-042c7354d9f8
43,2b1cb728-9931-4d65-aa70-5756a4e503d7
43,96c7d327-a941-48e4-9599-4ed1cdcaa7a2
43,e9a74c2c-8e8b-4f19-9579-75637334c9cf
43,e3a2edcf-a800-4046-b0c1-5e796f72c946
43,81b6f08b-5373-4f21-bdfd-289bad71db4b
43,2e0bb898-25b1-4d7d-bf7c-136fd1cc5800
44,c3445c6e-a900-40a2-a562-bd913bf14d4f
44,950ed2c7-b516-46f9-b1b1-0c312d98d5c1
44,48254ee3-2895-48cd-b182-6d3098419710
44,7705901d-eabc-41c7-a05b-e3368a594289
45,b754bbd7-7067-43ca-b33a-25911a3832bf
45,46606335-c093-4ca5-92f6-c7ecc2ed7ecb
45,19e85779-5d95-4578-8e66-0360f031f731
45,ee5a9945-a355-42d5-90dd-10343641c870
45,33d42278-3917-4d8e-a837-31ac3ab2292e
45,7cab4b48-66d6-4e95-b5bb-6eab5714be02
45,f5333563-809c-4d11-8acd-f946876aa88c
46,7cab4b48-66d6-4e95-b5bb-6eab5714be02
46,aa87749d-f6c9-4f88-a848-c62c7b9ab5bf
46,aa1be20d-e00d-46cd-8c97-33965669fdf2
46,4b6ffb7a-7c44-403a-89a2-54c0b63df2c3
46,e270581c-2f6a-4401-9f84-699cfab77c27
46,688218b0-efd8-4f8c-aa98-752739f89963
46,8a41a85e-a34d-465f-9982-61b491e3f69f
46,7aaabfb8-8d8d-4a92-b9c8-82a15b2c907a
46,753e0267-b9ab-4424-9fb5-b3daa721bbf3
46,cf5ade9e-b66b-4105-b638-095ea5a56780
47,4dbd5f68-b5ab-4049-9d68-f4b72de0a305
47,af7008fc-7a45-41ba-a1ce-171112155d77
47,4ad8d7cd-704b-427b-b6f6-80d8099945dd
47,25e82948-d9de-4cd6-a0a1-72325976184f
48,8239b18f-67da-4a69-9c8a-ca6df47e5f08
48,37c56f29-e0e1-4ba9-b0a2-1f7ca885339b
48,da372e5a-ae87-44de-be11-051c5cba964e
48,1d6dacc8-6f98-4fd6-9f0c-eec475cb593d
48,32078977-1dc8-433c-a707-95615e270ed5
48,49519b3b-402e-4b79-8432-c75f4cbe66d8
48,eeb04a59-5ff9-4486-9db3-93e9108e87a8
48,6a22884b-c8de-4715-8f9b-86b24bdb80ba
49,012ad59c-f44e-4f33-995a-8e75299fe48b
49,83891380-aa49-4c78-8c9d-71bf90f08b99
49,f7004b58-ce0b-4205-a26c-17b227abccd7
49,81691f9f-98f9-49fc-9b2b-71234d106c9d
49,b0afd74b-4151-46b1-b64c-f0f6ccc1e98e
50,9033bce7-d454-4fd1-b9c3-032d036aa259
50,9bbb0c28-dae9-4b66-a6c4-e307c8f2b67e
50,a471e65c-a9d4-4ec6-90ad-d342a63f1dec
50,a2f89f0a-f422-4311-97c5-a85fce86c83a
50,7ff4449e-0484-427d-99cd-b24814ab8127
50,2f346255-3e11-45d7-a20d-b829800fed11
51,22504e1a-781d-42f2-b502-b369e4901b0e
51,9c43e1d7-c0e1-477a-8fd4-f9d98c9400e5
51,f4d32de9-0bd3-457a-a893-e2cb982b2660
51,1fe6d41d-8adb-4679-9e57-9eb2346b05cf
51,1adb45fc-d165-4ee5-9714-bc6ab1949311
51,ae62f22e-8697-4c07-b336-ee6c8e7bfda7
51,a0f58f1c-c6a7-4dcd-b4f9-47d48c61fe29
51,162955bf-41de-4f61-a3f5-67ab285e8a9b
51,ff675d08-7b4c-4c57-a88e-5b33e7059925
51,bc97071f-6687-412d-8b6d-47e142410615
52,a8994e9e-eddc-4a81-bc86-cab9a692606c
52,070e549d-59a0-4642-8d69-5afdace5a5be
52,722b97c0-b97c-4dd9-8a4f-e5e6cdd40c1b
52,ee3f7bc9-4775-45e8-a351-89d6cdb5e20f
52,3b5078b8-a988-4ac1-89d6-f14edb01b9f9
52,703513b9-8560-4e3f-8f77-8db25232f1bc
52,9033bce7-d454-4fd1-b9c3-032d036aa259
52,6e894555-00c4-4c80-8ed7-c587fafd5bc5
52,67ad726a-365e-41b9-86d3-06620ba01da5
52,0e37d533-bd1f-4b80-8afa-dde0c5d401e4
53,28c9431a-e2e7-4751-b44c-e6ce66d665cd
53,ebebf932-3078-4944-bbae-3ce749af5d68
53,75b0508c-060c-4ac0-9ef9-ddb5d5d69902
53,7aa4dda2-0242-40aa-a373-618cc0f88239
53,88e5ce9a-4fba-4d06-a4ae-7d96ae534a20
53,302e0134-3b3e-4326-9732-78bce8daff72
53,b9d0c23a-dbd4-461e-821d-0a391eb46ce7
54,adb30454-415f-4625-936c-1ef311ebd432
54,c20d4e8f-9c21-4330-ba47-5c1cf3248945
54,16a0aefe-2870-4642-b470-2cb1f6a9379d
54,779d881e-d6d0-4874-82c8-19a0c8edb759
54,7a7c77d4-aa14-4cb3-8663-87353b3529d7
54,9aa7e30b-d52a-4c92-89ee-b21b8c8b6e8a
54,ab65e970-aef9-4d65-b5a8-e67b5852bfbb
54,1117a11e-1191-4a90-b047-a297a46ad600
54,e3e26769-ccd3-40c5-9652-7a9d09d66658
54,79b4002d-7392-4f6b-998b-e1a35bfad261
55,2b36397b-27ae-45be-b8bf-01ab97784651
55,3ec62c9f-2d2e-48cd-af78-76ca8f138642
56,dac2a500-3d10-45f3-ac76-308f47d933d6
56,c2a36404-d555-4ee4-9ecf-0e037719d618
56,8e1e7143-4567-4335-8530-e05b6527ea06
56,405632ff-c3bc-454a-afba-f89654f44d7c
56,938c9bae-1685-4154-9775-c3358357f399
56,fc9b74be-3ceb-4f60-bddb-55f11278b829
56,cb640992-6b5c-4f81-88ab-8fd211447429
56,a019a230-216d-46f2-bf3a-34887cb3aff7
56,638ba2d5-e6d0-4cd6-915e-215e4c0d3df6
56,bc217de3-0faa-4d04-b662-3761bdfb01c4
57,82c6fc27-490e-44b3-8f8e-4c67d09b6386
57,61d10a92-4f3e-466c-9301-cc44b1430c59
57,72ddb54f-2bda-48e8-afee-6925de0a63d2
57,84479a7d-8b56-4ed7-a0ae-8e4e99408c99
57,ef26de80-6ffc-4654-a39e-b6600c7aeec9
58,7cab4b48-66d6-4e95-b5bb-6eab5714be02
58,f8a4768d-cc7c-49af-ba8b-c1b5d1f0dd32
58,0741b51c-1817-40c5-8570-38c8ef25f716
58,06a91a94-5492-4021-9f18-a4791ad67595
58,046a2d2a-d493-479e-88cc-5027664f5911
59,577483db-f987-4417-b6d7-40fa4214f00c
59,3238392c-ae22-4426-9f58-202cd808ccb7
59,56600598-600d-4f82-a670-fae46ad5f3cc
59,ed132d53-fca7-4249-bbc4-fbdadb4c26b2
59,89c7adff-09ba-4e57-86e4-f09988109678
59,f660cb42-5553-43da-8eb2-3541e2789e68
59,d0a3ebcd-2544-4767-8204-651b54903813
59,e6826710-7735-4e6b-9ca7-f87d6ecfcddd
60,0c32e7e6-aa51-41c9-843f-9de688c43469
60,912ed653-8da3-45c8-9209-bf5896f4c397
60,97c0aa60-6730-410a-ac93-c77a6d78396d
